"Top Level Organization","Opportunity Owner","Created By","Opportunity Name","Brand/Logo","Opportunity Record Type","Stage","? Estimated ACV","Expansion ACV Increase","?Opportunity Locations","Location Cohort","Created Date","Close Date","Age","Lead Source","Trade Show","Opportunity Notes","Loss Reason Notes","?Type of Contract","Count Balance","Count Base/Insights","Count Compass","Count Guard","Count Recover","Count Re-engage","Count TruROI","Count TruROI+","Count White Glove"
"Convive Brands","Matt Bullock","Matt Bullock","Convive Brands - Le Pain Quotidien - 48","Le Pain Quotidien","New Business","Demo","28800.00","","48","MM","10/28/2025","3/31/2026","129.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","0","0"
"Convive Brands","Matt Bullock","Matt Bullock","Convive Brands - Little Beet - 10","Little Beet","New Business","Demo","6000.00","","10","MM","10/28/2025","3/31/2026","129.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","0","0"
"Hogan Company","Sarra Herlich","Brad Dressler","Hogan Company -  -","McDonald's","New Business","Demo","13800.00","","23","MM","10/28/2025","3/31/2026","129.0000000000","SDR","","","","Standard","0","0","0","1","1","0","0","0","0"
"The Prado Group - 30","Alex Reyes","Alex Reyes","The Prado Group - 30 - McDonald's -","McDonald's","New Business","No Show","0.00","","","Unknown","10/28/2025","1/1/2026","65.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","0","0"
"Sam-Cas Enterprises, Inc.","Alex Reyes","Tyrell Belle","Sam-Cas Enterprises, Inc. - McDonald's - 9","McDonald's","New Business","Demo","32400.00","","9","SMB","10/28/2025","5/27/2026","129.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Alicart Restaurant Group","Alex Reyes","Danny Park","Alicart Restaurant Group","","New Business","No Show","0.00","","","Unknown","1/20/2026","2/19/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Allman Enterprises","Alexis Marrero","Brad Dressler","Allman Enterprises - McDonald's -","McDonald's","New Business","Business Case","4800.00","","8","SMB","3/4/2026","4/3/2026","2.0000000000","SDR","","3/6/26: - Prospect: Allman Enterprises (McDonald?s, Jacksonville FL), 8 locations; Director of Operations: Joseph DiMartino (reports to OO Ryan Allman). Heavy delivery volume (7 of 8 stores). AUV ~3.4?3.5MM; one store 3.1MM, highest 4.6MM.
- 3PO mix/volume: ~315k net delivery last year; company-wide 3PO chargebacks in Jan ? $11k; one store ? $1.3k. P&L impact from 3PO fees ~2.3?2.5% monthly. Commission rates range ~13?16%. High delivery at two locations; urban, lower-income areas driving frequent refunds.
- Current process: Office team reduced to 2 part-time; no formal dispute/reconciliation process; limited confidence in tracking wins/collections. Gets offline alerts and manually reactivates stores. No cloud-based CCTV (moved off DTiQ to on-prem; challenging to manage). Not actively running 3PO marketing; unclear if replying to marketplace reviews. Uses CPA (MYS/APRIO) for monthly reporting to McD Global Sales; concerned about inflated QSR numbers from cancels.
- Pain points: High chargebacks/refunds, missed/canceled orders not reconciled, avoidable dasher wait time impacting commission tiers, frequent downtime/deactivations, lack of visibility and process, camera limitations.
- Loop value pitched: 
 - Base ($99): Chargeback recovery (AI+human), missed/canceled disputes, automatic instant reactivation and downtime monitoring.
 - Mid (~$150): Adds avoidable dasher wait time disputes and automated 3PO review responses to improve star rating/commission tier.
 - Financials ($199 add): Automated reconciliation/reporting to reduce rent/royalty overpayments; daily net margin visibility by marketplace/fee.
 - Can back-dispute 30 days to offset setup fees; typical ROI in 15 days; recovery averages 75?100% depending on error rates; CCTV helpful but not required.
- References: Already working with operators Joseph knows (Aaron Eubanks, Ashley Dodd, Rafael/Vásquez CJB, Calvin Paris). Joseph will reference-check.
- Next steps: Alexis to send recap deck/pricing same day for Joseph?s 5pm meeting with Ryan. Follow-up meeting set for Fri 3/27 at 11:00 AM ET (Joseph on vacation until Mon 3/23). Potential fit strongest for Mid tier across 8 stores.","","Standard","0","0","0","0","0","0","0","0","0"
"Essig Management","Sarra Herlich","Brad Dressler","Essig Management - McDonald's -","McDonald's","New Business","Demo","43956.00","","37","MM","1/6/2026","3/31/2026","59.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"McDonald's - 4","James Chavious","James Chavious","McDonald's - 4","McDonald's","New Business","Proposal","9552.00","","4","SMB","10/30/2025","4/1/2026","127.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","1","0"
"Tasty Treat Holdings","Alex Reyes","Tyrell Belle","Tasty Treat Holdings 10 - Baskin Robbins - 10","Baskin Robbins","New Business","Disqualified","18000.00","","10","MM","12/12/2025","2/24/2026","74.0000000000","SDR","","12/12/25: Mark Skolnick (Finance Director, Tasty Treat Holdings/Baskin Robbins, 10 stores) met with Alex Reyes (Opportunity Owner) for an in-depth demo and discussion of Loop AI?s platform. Mark is interested in improving the profitability and transparency of third-party delivery, which accounts for ~20% of revenue (~$1.5M/yr, 10 locations, $750k avg unit volume). Currently, they do not have visibility into chargebacks, customer disputes, or delivery downtime, and marketing is mainly managed via the brand?s ad fund.
Key highlights/objections:
- Mark acknowledged possible revenue loss due to chargebacks/disputes but is not tracking these issues today.
- Interested in tools to increase top-line sales, particularly for underperforming stores, without increasing inefficiency or marketing cannibalization.
- Loop AI?s ability to reconcile third-party sales, provide true store-level/transaction-level visibility, automate dispute recovery, track downtime, and optimize/store-target third-party marketing resonated.
- Pricing discussed: $30?$200/location/month, a la carte depending on product modules and pain points.
- Next steps: Alex to send recap and instructions for assessing current revenue leakage, plus coordinate a follow-up meeting involving additional stakeholders (Pushpinder & Dana). Mark is positively inclined but wants further evaluation and internal buy-in.
Timing note: Mark mentioned financial and operational activity is high, with possible window for pilot/trial ahead of March Madness sales spike. Interest also expressed in benchmarking third-party performance across brands.","","Standard","0","0","0","0","0","0","0","0","0"
"Yontz Enterprises","Alexis Marrero","Brad Dressler","Yontz Enterprises - McDonald's -","McDonald's","New Business","Closed Lost","13068.00","","11","MM","10/31/2025","3/17/2026","137.0000000000","SDR","","11/7/25: Dawn Corris from Yontz Enterprises (McDonald's operator in Orlando) has been using Prepproof for chargeback recovery, downtime monitoring, and review management for over two years. They spend $1,200?$1,500/month total across all tools for 11 restaurants, with most fees set per location and some based on recovered amounts (percentage-based pricing). Reported monthly chargeback recovery is ~$5,000?$8,000, which may be lower than market potential.
Dawn expressed interest in Loop?s alternative, which offers:
- Human+AI chargeback recovery for potentially higher returns
- Flat fee pricing ($99/store/month for similar suite), not tied to percentage of recoveries
- Fast store downtime detection and reactivation, review management, reconciliation automation, and new unbiased marketing analytics
Dawn wants a recap email and shareable materials to present internally for the operator?s decision. No contract binding with current vendor. Operator may trial Loop before committing to an annual contract. Strong fit for a competitive pilot. Next step: Send follow-up materials.","not DM","Standard","0","0","0","1","1","0","0","0","0"
"Masker Family McDonald's - 11","Simon Salomon","Chandler Zombek","Masker Family McDonald's - 11 - McDonald's -","McDonald's","New Business","Demo","13068.00","","11","MM","1/26/2026","2/25/2026","39.0000000000","SDR","","2/12/26: - Stakeholders: Ray Masker (decision-maker), Teresa Rudzki (operations/marketing executor). 
- Interest: Evaluating Loop?s marketing products; not interested in Recover/Guard due to DTIQ. 
- Pricing/Terms clarified: Annual contracts only. True ROI $50/location/mo (analytics only). True ROI Plus $150/location/mo (includes automation/plan generation, encompasses True ROI). White Glove onboarding $250/location/mo (typically 3 months; possible discount if extended). 
- Objection: Cost sensitivity and annual lock-in; requested lower-risk trial?declined (board won?t approve product-specific opt-out). 
- Current plan: They will first run 3PO (DoorDash/Uber Eats) campaigns manually using native tools to learn process. Open to revisiting Loop after observing movement. 
- Next step agreed: Free marketing opportunity analysis by Loop (7?10 days). Action required: Teresa to add three Loop-provided emails as admin users for data access; Simon to send setup email and schedule readout ~10 days post-ingestion. 
- Potential pilot: If moving forward later, consider 2?3 stores (mix of high/low performers) on True ROI Plus. 
- Risk/Timeline: DTIQ is new; they?re hesitant to switch/commit until they see internal results.
2/6/26: - Prospect: Masker Family McDonald?s (Ray Masker, with Teresa Rudzki). Focused on LSM delivery campaigns; not interested in chargeback disputes (currently using DTIQ month-to-month for surveillance, uptime, and recovery).
- Primary interest: Marketing to grow third?party delivery selectively, with healthy margin impact. Open to piloting on underperforming stores; cautious on profitability. Also interested in Balance for clear margin/ROI visibility and org-level trend comparisons; less interest in per-order views. Re-Engage understood as review response automation; operational ?golden metrics? noted but recovery tool out-of-scope for now.
- Platform fit: True ROI/True ROI Plus for automated campaign planning and AI-driven spend allocation by store and marketplace; Balance for unified P&L, margin analysis, GL export; Re-Engage for review replies. Current limitation: No integration to McD?s Global Mobile App delivery data (asked; Simon to double-check).
- Integrations: Add 3 admin user emails per 3PO to ingest data/execute campaigns; Plaid for bank, POS login, optional accounting push with one-time GL mapping.
- Pricing shared: $50/location/month per product (Balance, Re-Engage). True ROI Plus $150/location/month + $250/location/month for first 3 months white-glove (can be ongoing if desired).
- Next steps: Follow-up working session scheduled Thu Feb 12, 10:00 AM CT (11:00 AM ET). Simon to send invite and follow-up materials; may include marketing/bookkeeping experts based on needs. Ray and Teresa to align internally on bandwidth and scope (pilot stores, Balance + True ROI Plus likely). Potential action: confirm feasibility of capturing McD Global Mobile app delivery data.","","Standard","0","0","0","0","0","0","0","0","0"
